file,filename,siteid,uploaddirectory,contenttype,containerid,oipmroot:issuerNumber,oipmroot:issuerName,damsasp:extDocSource
OIP00432_3592_SOUTHERN CALIFORNIA MORTGAGE EXCHANGE.pdf,OIP00432_3592_SOUTHERN CALIFORNIA MORTGAGE EXCHANGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3592,SOUTHERN CALIFORNIA MORTGAGE EXCHANGE,Other
OIP00430_3587_MVB MORTGAGE CORPORATION.pdf,OIP00430_3587_MVB MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3587,MVB MORTGAGE CORPORATION,Other
"OIP00392_3721_CIT GROUP_SALES FINANCE, INC..pdf","OIP00392_3721_CIT GROUP_SALES FINANCE, INC..pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3721,"CIT GROUP/SALES FINANCE, INC.",Other
"OIP00393_3725_SHORE FINANCIAL SERVICES, INC..pdf","OIP00393_3725_SHORE FINANCIAL SERVICES, INC..pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3725,"SHORE FINANCIAL SERVICES, INC.",Other
OIP00433_3593_MARKET STREET MORTGAGE CORPORATION.pdf,OIP00433_3593_MARKET STREET MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3593,MARKET STREET MORTGAGE CORPORATION,Other
OIP00395_3734_METUCHEN SAVINGS BANK.pdf,OIP00395_3734_METUCHEN SAVINGS BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3734,METUCHEN SAVINGS BANK,Other
OIP00394_3731_LONG BEACH MORTGAGE CO.pdf,OIP00394_3731_LONG BEACH MORTGAGE CO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3731,LONG BEACH MORTGAGE CO,Other
OIP00396_3736_ARVEST MORTGAGE.pdf,OIP00396_3736_ARVEST MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3736,ARVEST MORTGAGE,Other
OIP00398_3741_FIRST BANK NATIONAL ASSOCIATION.pdf,OIP00398_3741_FIRST BANK NATIONAL ASSOCIATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3741,FIRST BANK NATIONAL ASSOCIATION,Other
OIP00399_3742_BIG APPLE MORTGAGE COMPANY.pdf,OIP00399_3742_BIG APPLE MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3742,BIG APPLE MORTGAGE COMPANY,Other
OIP00400_3745_AMI CAPITAL INC.pdf,OIP00400_3745_AMI CAPITAL INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3745,AMI CAPITAL INC,Other
OIP00402_3749_FIRST SOUTH BANK.pdf,OIP00402_3749_FIRST SOUTH BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3749,FIRST SOUTH BANK,Other
OIP00403_3750_MORTGAGE INVESTOR CORPORATION.pdf,OIP00403_3750_MORTGAGE INVESTOR CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3750,MORTGAGE INVESTOR CORPORATION,Other
OIP00397_3739_PEOPLES MORTGAGE COMPANY.pdf,OIP00397_3739_PEOPLES MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3739,PEOPLES MORTGAGE COMPANY,Other
OIP00401_3748_TEXAS DEPT OF HOUSING & COMMUNITY AFFAIRS.pdf,OIP00401_3748_TEXAS DEPT OF HOUSING & COMMUNITY AFFAIRS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3748,TEXAS DEPT OF HOUSING & COMMUNITY AFFAIRS,Other
OIP00404_3751_HOMESTEAD FUNDING CORPORATION.pdf,OIP00404_3751_HOMESTEAD FUNDING CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3751,HOMESTEAD FUNDING CORPORATION,Other
OIP00406_3755_PEOPLE NATIONAL BANK.pdf,OIP00406_3755_PEOPLE NATIONAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3755,PEOPLE NATIONAL BANK,Other
OIP00405_3751_HOMESTEAD FUNDING CORPORATION.pdf,OIP00405_3751_HOMESTEAD FUNDING CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3751,HOMESTEAD FUNDING CORPORATION,Other
OIP00407_3756_BANK UNITED FSB.pdf,OIP00407_3756_BANK UNITED FSB.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3756,BANK UNITED FSB,Other
OIP00467_4010_LENDING.COM.pdf,OIP00467_4010_LENDING.COM.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4010,LENDING.COM,Other
OIP00469_4015_REVERSE MORTGAGE SOLUTION.pdf,OIP00469_4015_REVERSE MORTGAGE SOLUTION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4015,REVERSE MORTGAGE SOLUTION,Other
OIP00466_4009_WALKER JACKSON.pdf,OIP00466_4009_WALKER JACKSON.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4009,WALKER JACKSON,Other
OIP00468_4011_GOLDMAN SACHS.pdf,OIP00468_4011_GOLDMAN SACHS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4011,GOLDMAN SACHS,Other
OIP00471_4018_FIRST UNITED BANK.pdf,OIP00471_4018_FIRST UNITED BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4018,FIRST UNITED BANK,Other
OIP00470_4017_COUNTRYWIDE.pdf,OIP00470_4017_COUNTRYWIDE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4017,COUNTRYWIDE,Other
OIP00472_4019_WACHOVIA.pdf,OIP00472_4019_WACHOVIA.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4019,WACHOVIA,Other
OIP00474_4021_FINANCIAL FREEDOM.pdf,OIP00474_4021_FINANCIAL FREEDOM.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4021,FINANCIAL FREEDOM,Other
OIP00476_4023_DB STRUCTURAL.pdf,OIP00476_4023_DB STRUCTURAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4023,DB STRUCTURAL,Other
OIP00475_4022_GOLDMAN SACHS.pdf,OIP00475_4022_GOLDMAN SACHS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4022,GOLDMAN SACHS,Other
OIP00473_4020_FINANCIAL FREEDOM.pdf,OIP00473_4020_FINANCIAL FREEDOM.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4020,FINANCIAL FREEDOM,Other
OIP00477_4027_GENERATION MORTGAGE.pdf,OIP00477_4027_GENERATION MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4027,GENERATION MORTGAGE,Other
OIP00409_4053_FINANCIAL FREEDOM.pdf,OIP00409_4053_FINANCIAL FREEDOM.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4053,FINANCIAL FREEDOM,Other
OIP00408_4052_NATIONSTAR.pdf,OIP00408_4052_NATIONSTAR.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4052,NATIONSTAR,Other
OIP00411_4055_LIFE MORTGAGE.pdf,OIP00411_4055_LIFE MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4055,LIFE MORTGAGE,Other
OIP00410_4054_ONE WEST BANK.pdf,OIP00410_4054_ONE WEST BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4054,ONE WEST BANK,Other
OIP00413_4057_NETWORK FUNDING.pdf,OIP00413_4057_NETWORK FUNDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4057,NETWORK FUNDING,Other
OIP00412_4056_CUNNINGHAM AND CO.pdf,OIP00412_4056_CUNNINGHAM AND CO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4056,CUNNINGHAM AND CO,Other
OIP00414_4058_VILLAGE CAPITAL.pdf,OIP00414_4058_VILLAGE CAPITAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4058,VILLAGE CAPITAL,Other
OIP00415_4059_CBC FEDERAL CU.pdf,OIP00415_4059_CBC FEDERAL CU.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4059,CBC FEDERAL CU,Other
OIP00416_4060_VIRGINIA HOUSING AUTH.pdf,OIP00416_4060_VIRGINIA HOUSING AUTH.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4060,VIRGINIA HOUSING AUTH,Other
OIP00485_2936_NCNB MORTGAGE CORPORATION.pdf,OIP00485_2936_NCNB MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2936,NCNB MORTGAGE CORPORATION,Other
OIP00486_2936_NCNB MORTGAGE CORPORATION.pdf,OIP00486_2936_NCNB MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2936,NCNB MORTGAGE CORPORATION,Other
OIP00487_2936_NCNB MORTGAGE CORPORATION.pdf,OIP00487_2936_NCNB MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2936,NCNB MORTGAGE CORPORATION,Other
OIP00488_2936_NCNB MORTGAGE CORPORATION.pdf,OIP00488_2936_NCNB MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2936,NCNB MORTGAGE CORPORATION,Other
OIP00489_2925_NEW SOUTH FEDERAL SAVINGS.pdf,OIP00489_2925_NEW SOUTH FEDERAL SAVINGS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2925,NEW SOUTH FEDERAL SAVINGS,Other
OIP00490_2936_NCNB MORTGAGE CORPORATION.pdf,OIP00490_2936_NCNB MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2936,NCNB MORTGAGE CORPORATION,Other
OIP00492_2936_NCNB MORTGAGE CORPORATION.pdf,OIP00492_2936_NCNB MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2936,NCNB MORTGAGE CORPORATION,Other
OIP00491_2936_NCNB MORTGAGE CORPORATION.pdf,OIP00491_2936_NCNB MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2936,NCNB MORTGAGE CORPORATION,Other
OIP00494_1476_COUNTRYWIDE FUNDING CORP.pdf,OIP00494_1476_COUNTRYWIDE FUNDING CORP.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1476,COUNTRYWIDE FUNDING CORP,Other
OIP00493_1476_COUNTRYWIDE FUNDING CORP.pdf,OIP00493_1476_COUNTRYWIDE FUNDING CORP.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1476,COUNTRYWIDE FUNDING CORP,Other
OIP00495_1492_DOWNEY SAVINGS AND LOAN.pdf,OIP00495_1492_DOWNEY SAVINGS AND LOAN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1492,DOWNEY SAVINGS AND LOAN,Other
OIP00496_1510_FIRST CITIZEN MORTGAGE.pdf,OIP00496_1510_FIRST CITIZEN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1510,FIRST CITIZEN MORTGAGE,Other
OIP00498_1543_CHASE - MANHATTAN BANK.pdf,OIP00498_1543_CHASE - MANHATTAN BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1543,CHASE - MANHATTAN BANK,Other
OIP00497_1528_CITIBANK.pdf,OIP00497_1528_CITIBANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1528,CITIBANK,Other
OIP00500_1555_GUILD MORTGAGE COMPANY.pdf,OIP00500_1555_GUILD MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1555,GUILD MORTGAGE COMPANY,Other
OIP00499_1543_CHASE - MANHATTAN BANK.pdf,OIP00499_1543_CHASE - MANHATTAN BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1543,CHASE - MANHATTAN BANK,Other
OIP00501_1555_GUILD MORTGAGE COMPANY.pdf,OIP00501_1555_GUILD MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1555,GUILD MORTGAGE COMPANY,Other
OIP00508_4351_WR STARKEY.pdf,OIP00508_4351_WR STARKEY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4351,WR STARKEY,Other
OIP00506_4349_WISCONSIN.pdf,OIP00506_4349_WISCONSIN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4349,WISCONSIN,Other
OIP00507_4350_SIERRA PACIFIC.pdf,OIP00507_4350_SIERRA PACIFIC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4350,SIERRA PACIFIC,Other
OIP00509_4352_ESL FEDERAL.pdf,OIP00509_4352_ESL FEDERAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4352,ESL FEDERAL,Other
OIP00515_4155_FIRST CONTINENTAL.pdf,OIP00515_4155_FIRST CONTINENTAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4155,FIRST CONTINENTAL,Other
OIP00510_4354_C.U. MORTGAGE.pdf,OIP00510_4354_C.U. MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4354,C.U. MORTGAGE,Other
OIP00517_4157_NATIONSTAR.pdf,OIP00517_4157_NATIONSTAR.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4157,NATIONSTAR,Other
OIP00511_4355_HIGHTECH.pdf,OIP00511_4355_HIGHTECH.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4355,HIGHTECH,Other
OIP00516_4156_NEW MEXICO EDUCATION FUND.pdf,OIP00516_4156_NEW MEXICO EDUCATION FUND.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4156,NEW MEXICO EDUCATION FUND,Other
OIP00518_4158_ROUNDPOINT.pdf,OIP00518_4158_ROUNDPOINT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4158,ROUNDPOINT,Other
OIP00520_4162_SIWELL DBA CAPITAL MORTGAGE.pdf,OIP00520_4162_SIWELL DBA CAPITAL MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4162,SIWELL DBA CAPITAL MORTGAGE,Other
OIP00519_4159_GILPIN FINANCIAL.pdf,OIP00519_4159_GILPIN FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4159,GILPIN FINANCIAL,Other
OIP00549_4119_NORWICH.pdf,OIP00549_4119_NORWICH.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4119,NORWICH,Other
OIP00550_4120_AMERICAN NATIONAL.pdf,OIP00550_4120_AMERICAN NATIONAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4120,AMERICAN NATIONAL,Other
OIP00521_4163_CASTLE & COOK.pdf,OIP00521_4163_CASTLE & COOK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4163,CASTLE & COOK,Other
OIP00552_4121_NEW HAMPSHIRE HOUSING FINANCE.pdf,OIP00552_4121_NEW HAMPSHIRE HOUSING FINANCE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4121,NEW HAMPSHIRE HOUSING FINANCE,Other
OIP00553_4122_1ST ALLIANCE.pdf,OIP00553_4122_1ST ALLIANCE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4122,1ST ALLIANCE,Other
OIP00554_4123_GMFS LLC.pdf,OIP00554_4123_GMFS LLC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4123,GMFS LLC,Other
OIP00551_4120_AMERICAN NATIONAL.pdf,OIP00551_4120_AMERICAN NATIONAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4120,AMERICAN NATIONAL,Other
OIP00555_4124_SMFC DBA SERVICE FIRST MORTGAGE.pdf,OIP00555_4124_SMFC DBA SERVICE FIRST MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4124,SMFC DBA SERVICE FIRST MORTGAGE,Other
OIP00525_3802_SUTTON STATE BANK.pdf,OIP00525_3802_SUTTON STATE BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3802,SUTTON STATE BANK,Other
OIP00526_3804_HARRY MORTGAGE COMPANY.pdf,OIP00526_3804_HARRY MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3804,HARRY MORTGAGE COMPANY,Other
"OIP00527_3805_BANK OF AMERICA, FSB CYPRESS.pdf","OIP00527_3805_BANK OF AMERICA, FSB CYPRESS.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3805,"BANK OF AMERICA, FSB CYPRESS",Other
OIP00528_3806_COMPANION SERVICING CO LLC.pdf,OIP00528_3806_COMPANION SERVICING CO LLC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3806,COMPANION SERVICING CO LLC,Other
OIP00529_3807_CAPITAL STATE MORTGAGE CORPORATION.pdf,OIP00529_3807_CAPITAL STATE MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3807,CAPITAL STATE MORTGAGE CORPORATION,Other
OIP00530_3808_ELDORADO BANK.pdf,OIP00530_3808_ELDORADO BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3808,ELDORADO BANK,Other
OIP00532_3810_LITTON LOAN SERVICES.pdf,OIP00532_3810_LITTON LOAN SERVICES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3810,LITTON LOAN SERVICES,Other
OIP00533_3812_MIDLAND LOAN SERVICES.pdf,OIP00533_3812_MIDLAND LOAN SERVICES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3812,MIDLAND LOAN SERVICES,Other
OIP00534_3813_HAMMOND SECURITIES CO.pdf,OIP00534_3813_HAMMOND SECURITIES CO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3813,HAMMOND SECURITIES CO,Other
OIP00535_3817_WILSHIRE FUNDING CORPORATION.pdf,OIP00535_3817_WILSHIRE FUNDING CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3817,WILSHIRE FUNDING CORPORATION,Other
OIP00536_3757_AMSOUTH BANK OF ALABAMA.pdf,OIP00536_3757_AMSOUTH BANK OF ALABAMA.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3757,AMSOUTH BANK OF ALABAMA,Other
OIP00531_3809_HEADLANDS MORTGAGE CORPORATION.pdf,OIP00531_3809_HEADLANDS MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3809,HEADLANDS MORTGAGE CORPORATION,Other
OIP00537_3761_ROOSEVELT BANK.pdf,OIP00537_3761_ROOSEVELT BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3761,ROOSEVELT BANK,Other
OIP00538_3762_PLATINUM HOME MORTGAGE CORPORATION.pdf,OIP00538_3762_PLATINUM HOME MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3762,PLATINUM HOME MORTGAGE CORPORATION,Other
OIP00539_3764_SOUTHTRUST BANK OF ALABAMA.pdf,OIP00539_3764_SOUTHTRUST BANK OF ALABAMA.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3764,SOUTHTRUST BANK OF ALABAMA,Other
OIP00540_3765_COMMERCE MORTGAGE CORPORATION.pdf,OIP00540_3765_COMMERCE MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3765,COMMERCE MORTGAGE CORPORATION,Other
OIP00541_3768_NORTH AMERICAN SAVINGS BANK.pdf,OIP00541_3768_NORTH AMERICAN SAVINGS BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3768,NORTH AMERICAN SAVINGS BANK,Other
OIP00542_3769_PINE STATE MORTGAGE COMPANY.pdf,OIP00542_3769_PINE STATE MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3769,PINE STATE MORTGAGE COMPANY,Other
OIP00543_3770_FIRST GUARANTY MORTGAGE COMPANY.pdf,OIP00543_3770_FIRST GUARANTY MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3770,FIRST GUARANTY MORTGAGE COMPANY,Other
OIP00544_3772_MARINE MIDLAND BANK.pdf,OIP00544_3772_MARINE MIDLAND BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3772,MARINE MIDLAND BANK,Other
OIP00545_3774_BANK OF OKLAHOMA.pdf,OIP00545_3774_BANK OF OKLAHOMA.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3774,BANK OF OKLAHOMA,Other
OIP00546_3775_FINDLAY SAVINGS BANK.pdf,OIP00546_3775_FINDLAY SAVINGS BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3775,FINDLAY SAVINGS BANK,Other
OIP00547_3776_METROCITI MORTGAGE COMPANY.pdf,OIP00547_3776_METROCITI MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3776,METROCITI MORTGAGE COMPANY,Other
OIP00548_3776_METROCITY MORTGAGE COMPANY.pdf,OIP00548_3776_METROCITY MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3776,METROCITY MORTGAGE COMPANY,Other
OIP00566_4164_MASON MCDUFFIE MORTGAGE CORPORATION.pdf,OIP00566_4164_MASON MCDUFFIE MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4164,MASON MCDUFFIE MORTGAGE CORPORATION,Other
OIP00567_4165_KINECTA FCU.pdf,OIP00567_4165_KINECTA FCU.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4165,KINECTA FCU,Other
OIP00568_4165_KINECTA FCU.pdf,OIP00568_4165_KINECTA FCU.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4165,KINECTA FCU,Other
OIP00569_4166_FNF SERVICING INC.pdf,OIP00569_4166_FNF SERVICING INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4166,FNF SERVICING INC,Other
OIP00570_4171_LAND_HOME FINANCIAL SERVICES.pdf,OIP00570_4171_LAND_HOME FINANCIAL SERVICES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4171,LAND/HOME FINANCIAL SERVICES,Other
OIP00571_4172_PMAC LENDING SERVICES INC.pdf,OIP00571_4172_PMAC LENDING SERVICES INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4172,PMAC LENDING SERVICES INC,Other
OIP00587_3867_UNITED PACIFIC MORTGAGE.pdf,OIP00587_3867_UNITED PACIFIC MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3867,UNITED PACIFIC MORTGAGE,Other
OIP00588_3870_LEHMAN BROTHERS BANK.pdf,OIP00588_3870_LEHMAN BROTHERS BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3870,LEHMAN BROTHERS BANK,Other
OIP00589_3871_FREEDOM MORTGAGE CORP.pdf,OIP00589_3871_FREEDOM MORTGAGE CORP.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3871,FREEDOM MORTGAGE CORP,Other
OIP00590_3872_INDIANA HOUSING FINANCE AUTHORITY.pdf,OIP00590_3872_INDIANA HOUSING FINANCE AUTHORITY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3872,INDIANA HOUSING FINANCE AUTHORITY,Other
OIP00591_3873_WILSHIRE CREDIT CORPORATION.pdf,OIP00591_3873_WILSHIRE CREDIT CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3873,WILSHIRE CREDIT CORPORATION,Other
OIP00580_4111_COMMONWEALTH BANK AND TRUST COMPANY.pdf,OIP00580_4111_COMMONWEALTH BANK AND TRUST COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4111,COMMONWEALTH BANK AND TRUST COMPANY,Other
OIP00581_4112_BETHPAGE FEDERAL CREDIT UNION.pdf,OIP00581_4112_BETHPAGE FEDERAL CREDIT UNION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4112,BETHPAGE FEDERAL CREDIT UNION,Other
OIP00582_4113_CAPITAL ONE.pdf,OIP00582_4113_CAPITAL ONE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4113,CAPITAL ONE,Other
OIP00583_4114_RIGHT START MORTGAGE INC.pdf,OIP00583_4114_RIGHT START MORTGAGE INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4114,RIGHT START MORTGAGE INC,Other
OIP00584_4115_MORTGAGE SOLUTIONS OF COLORADO.pdf,OIP00584_4115_MORTGAGE SOLUTIONS OF COLORADO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4115,MORTGAGE SOLUTIONS OF COLORADO,Other
OIP00585_4116_M_I FINANCIAL CORP.pdf,OIP00585_4116_M_I FINANCIAL CORP.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4116,M/I FINANCIAL CORP,Other
OIP00586_4117_WRIGHT-PATT CU.pdf,OIP00586_4117_WRIGHT-PATT CU.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4117,WRIGHT-PATT CU,Other
OIP00619_4243_KIRTLAND FCU.pdf,OIP00619_4243_KIRTLAND FCU.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4243,KIRTLAND FCU,Other
OIP00620_4242_WYOMING COMMUNITY DEVELOPMENT.pdf,OIP00620_4242_WYOMING COMMUNITY DEVELOPMENT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4242,WYOMING COMMUNITY DEVELOPMENT,Other
OIP00621_4240_GUARANTEED RATE.pdf,OIP00621_4240_GUARANTEED RATE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4240,GUARANTEED RATE,Other
